product_name,ingredients_text,countries_en,is_english,MRIO_CPC_description,lca_food_group,lca_similarity,co2_kg_per_kg,land_use_m2_per_kg
"Bill Knapp's, Old-Fashioned Cinnamon-Sugar Doughnut Holes","Enriched wheat flour bleached (flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid) water, sugar, soy oil, nonfat dry milk, contains 2% or less of: soy flour, leavening (baking soda, sodium acid pyrophosphate), w",United States,True,Sugar refining,Doughnuts,0.61211103,2.199664934458113,3.038467878525881
"Bill Knapp's, Iced Toaster Bread, Cinnamon Raisin","Enriched wheat flour (wheat flour, barley malt, niacin, iron, thiamine mononitrate, riboflavin, folic acid), sugar, water, raisins (raisins, partially hydrogenated vegetable oil {soybean, cotton seed}), brown sugar, frozen apple slices (apples, ascorbic a",United States,True,Manufacture of beverages,Chocolate cereals,0.5555775,2.8776255585585586,7.379762667567568
"Bill Knapp's, Iced Toaster Bread, Cranberry Cherry","Enriched wheat flour (wheat flour, barley malt, niacin, iron, thiamine mononitrate, riboflavin, folic acid), water, sugar, sweetened dried cherry cranberries (cranberries, sugar, cherry juice, sunflower oil), cherry pie filling (pitted red tart cherries,",United States,True,Manufacture of beverages,Bread,0.50341934,0.8787608464606183,2.2412011
"Bill Knapp's, Iced Toaster Bread, Cranberry-Orange","Enriched wheat flour (wheat flour, barley malt, niacin, iron, thiamine mononitrate, riboflavin, folic acid), water, sugar, dried cranberries (cranberries, sugar, sunflower oil), natural and artificial flavors, yeast, orange marmalade (corn syrup, orange p",United States,True,Manufacture of beverages,Banana loaf,0.53206694,1.868787355555556,3.2725560444444444
Classic 7'' Chocolate Cake,"Sugar, water, bleached wheat flour, eggs, corn syrup, egg whites, cocoa, nonfat dry milk, instant starch, powdered sugar, baking powder (sodium acid pyrophasphate, sodium bicarbonate, cornstarch, monocalcium phosphate), shortening (partially hydrogenated",United States,True,"""Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)""",Chocolate cake,0.75063235,3.9521178780487807,10.330807592682929
"100% Juice Smoothie, Strawberry Banana","Strawberry puree, apple juice, banana puree, orange juice, natural flavors.",United States,True,Manufacture of beverages,Fruit smoothies,0.7399854,1.6489147438016527,1.2942647049586775
"Pure Fruit 100% Juice Smoothie, Mighty Mango","Mango puree, apple juice, orange juice, banana puree, lemon juice, natural flavors, beta carotene (vitamin a).",United States,True,Manufacture of beverages,Fruit smoothies,0.7498462,1.6489147438016527,1.2942647049586775
"Boosted 100% Juice Smoothie, Red Machine","Apple juice, strawberry puree, orange juice, banana puree, raspberry puree, red grape juice from concentrate (water, red grape juice concentrate), pomegranate juice from concentrate (water, pomegranate juice concentrate), cranberry juice from concentrate",United States,True,Manufacture of beverages,Fruit smoothies,0.5928842,1.6489147438016527,1.2942647049586775
"Reed's, Ginger Ale, Premium Brew","Sparkling filtered water, sweetened by a blend of canadian white water clover honey (very mild), pineapple juice from concentrate, fresh ginger root, lemon and lime juices from concentrate and spices.",United States,True,Manufacture of beverages,Ale,0.5501387,0.48868986875,0.811485184375
"Reed's, Culture Club Kombucha, Coffee","Freshly made from: live organic kombucha (spring water, organic cane sugar, organic oolong tea, organic yerba mate tea, organic coffee, kombucha culture).",United States,True,Manufacture of beverages,Coffee pods,0.4655514,20.29976355789473,13.771382379605264
"Reed's, Kombucha, Lemon Ginger Raspberry","Live organic kombucha (spring water, organic evaporated cane juice, organic oolong tea, organic yerba mate tea, kombucha culture), organic fresh ginger root, organic raspberry juice, organic raspberry puree, organic lemon juice.",United States,True,Manufacture of beverages,Raspberries,0.5416118,8.3709720025,1.5448360025000003
"Reed's, Culture Club Kombucha, Hibicus Ginger Grapfruit","Live organic kombucha (spring water, organic evaporated cane juice, organic oolong tea, organic yerba mate tea, kombucha culture), organic hibiscus, organic fresh ginger root, organic pink grapefruit juice.",United States,True,Manufacture of beverages,Raspberries,0.33553857,8.3709720025,1.5448360025000003
"Reed's, Ginger Ale, Original Brew",Ginger ale.,United States,True,Manufacture of beverages,Ale,0.5406619,0.48868986875,0.811485184375
Crystallized Ginger Candy,"Diced baby ginger root, raw cane sugar and nothing else!",United States,True,Processing of Food products nec,Sugar,0.44748464,1.851685668181818,2.153669372727273
"Reed's, Light Ginger Ale, Extra Brew","Sparkling filtered water, pineapple juice concentrate, honey, ginger root, lemon and lime juice concentrates, spices, stevia rebaudiana leaf extract.",United States,True,Manufacture of beverages,Ale,0.52544665,0.48868986875,0.811485184375
Ginger Candy Sweetened With Raw Cane,"Diced baby ginger root, raw cane sugar.",United States,True,Cultivation of crops nec,Sugar,0.5013759,1.851685668181818,2.153669372727273
Balsamic vinegar of Modena,"vinaigre de vin, moult de raisin concentré, colorant E150d, antioxygène: sulfites (E224)",France,True,Manufacture of beverages,Cider,0.44819504,1.0816328666666666,0.9052926666666667
Glaze Organic Sweeter & Thicker Balsamic Reduction,"Organic grape must, ""aceto balsamico di modena igp"" organic (39%), organic wine vinegar.",United States,True,Processing of Food products nec,Sugar,0.39640376,1.851685668181818,2.153669372727273
"White Eagle, Balsamic Vinegar Of Modena","Wine vinegar, concentrated grape must, caramel.",United States,True,Manufacture of beverages,Cider,0.50140727,1.0816328666666666,0.9052926666666667
"De Nigris, Italian White Wine Vinegar Dressing, Marinade, Original","White wine vinegar (made from real wine), water, corn syrup, salt, brown sugar, diluted with water to 4% acidity (40 grain)",United States,True,Manufacture of beverages,Wine,0.4802156,1.7228808271791285,4.333115946277149
Italian White Wine Vinegar Dressing Marinade,"White wine vinegar (made from real wine), water, corn syrup, salt, brown sugar, dried italian herbs, natural flavor, diluted with water to 4% acidity (40 grain).",United States,True,Manufacture of beverages,Caesar salad,0.4509762,2.0791893426509587,2.7510760230856173
Organic Apple Cider Vinegar,"Certified organic, raw apple cider vinegar",United States,True,Manufacture of beverages,Cider,0.653705,1.0816328666666666,0.9052926666666667
"De Nigris, Fig Condiment With Balsamic Vinegar","Balsamic vinegar of modena (""aceto balsamico di modena igp"") (wine vinegar, concentrated grape must, caramel) 60%, concentrated grape must, fig pulp 2%.",United States,True,Processing of Food products nec,Halloumi cheese,0.44277537,16.172452393333334,19.101110773333332
"Meal Replacement Shake Mix, Creamy Milk Chocolate","Maltodextrin, sugar, cocoa (processed with alkali), high oleic sunflower oil, gum arabic, cellulose gel, milk protein concentrate, buttermilk powder, soy lecithin, xanthan gum, dextrose, sodium phosphate, salt, modified corn starch, carrageenan, artificial flavor, guar gum, potassium phosphate, acesulfame potassium, aspartame. vitamin and minerals: calcium carbonate, magnesium oxide, calcium phosphate, sodium ascorbate, vitamin e acetate, ferric orthophosphate, niacinamide, zinc oxide, calcium panothenate, manganese sulfate, pyridoxine hydrochgloride, thiamin mononitrate, vitamin a palmitate, chromium chloride, riboflavin, biotin, copper gluconate, folic acid, sodium molybadate, sodium selenite, phytonadione (vitamin k1), potassium iodide, cholecalciferol (vitamin d3), and cyanocobalamin (vitamin b12).",United States,True,Processing of dairy products,Milk chocolate,0.6643523,10.800274824937029,17.273873918891688
Chocolate Cookie Dough Protein Meal Bars,"Corn syrup (sulfites), soluble corn fiber, sugar, high maltose corn syrup, isolated soy protein, calcium caseinate (milk), wheat flour, whey protein concentrate, fractionated palm kernel oil, glycerin, water, polydextrose, cocoa, oat fiber, whey, canola o",United States,True,Processing of Food products nec,Protein bar,0.6362999,3.3728507866666666,11.128268446666668
"Slim Fast, Protein Meal Bars, Chocolate Fudge Brownie","Isolated soy protein, high maltose corn syrup (sulfites), corn syrup, soluble corn fiber, sugar, fructooligosaccharides, cocoa (processed with alkali), skim milk solids, fractionated palm kernel oil, enriched wheat flour (wheat flour, niacin, iron, thiami",United States,True,Sugar refining,Cereal bars,0.5493558,2.8533841636861315,5.560588325729928
Creamy Milk Chocolate,"Fat free milk, water, sugar, cocoa (processed with alkali), canola oil, milk protein concentrate, fructose, gum arabic, cellulose gel, mono and diglycerides, hydrogenated soybean oil, high fructose corn syrup, potassium phosphate, maltodextrin, soy lecith",United States,True,Processing of dairy products,Milk chocolate,0.9122912,10.800274824937029,17.273873918891688
Meal Replacement Shake,"Water, calcium caseinate, milk protein concentrate, canola oil, cocoa (processed with alkali), potassium phosphate, cellulose gel, mono and diglycerides, maltodextrin, glycerin, potassium citrate, salt, soy lecithin, cellulose gum, artificial flavor, sucr",United States,True,Processing of Food products nec,Protein shake,0.68424064,1.7437289185185187,5.642653148148148
Dark Chocolate Sea Salt,"Almonds, soy protein isolate, brown rice syrup, peanuts, sugar, tapioca syrup, inulin, fractionated palm kernel oil, oats, dried cane sugar, cocoa powder (processed with alkali), isomalto-oligosaccharide, canola oil, glycerine, rice starch, vitamin & mine",United States,True,Processing of Food products nec,Dark chocolate,0.65303254,20.62003664137931,48.78823265344828
"Slimfast, 10 Day Slim Down Meal Replacement Shake, Creamy Milk Chocolate","Fat free milk, water, sugar, cocoa (processed with alkali), canola oil, fructose, gum arabic, milk protein concentrate, cellulose gel, mono and diglycerides, hydrogenated soybean oil, high fructose corn syrup, potassium phosphate, maltodextrin, soy lecith",United States,True,Manufacture of beverages,Milk chocolate,0.5961918,10.800274824937029,17.273873918891688
Meal Replacement Shake,"Water, calcium caseinate, milk protein concentrate, canola oil, cocoa (processed with alkali), potassium phosphate, cellulose gel, mono and diglycerides, maltodextrin, glycerin, potassium citrate, salt, soy lecithin, cellulose gum, artificial flavor, sucr",United States,True,Processing of Food products nec,Protein shake,0.68424064,1.7437289185185187,5.642653148148148
"Slim Fast, Meal Replacement Shake, Creamy Chocolate","Water, calcium caseinate, milk protein concentrate, canola oil, cocoa (processed with alkali), maltodextrin, cellulose gel, natural and artificial flavors, potassium phosphate, mono and diglycerides, glycerin, potassium citrate, salt, soy lecithin, sucral",United States,True,Manufacture of beverages,Milk chocolate,0.62707597,10.800274824937029,17.273873918891688
"Slimfast, Advanced Nutrition Smoothie","Whey protein isolate, soy protein isolate, cocoa (processed with alkali, high oleic sunflower oil, gum arabic, cellulose gel, buttermilk powder, soy fiber, maltodextrin, xanthan gum. soy lecithin, sodium phosphate, salt, natural & artificial flavors, carr",United States,True,Manufacture of beverages,Fruit smoothies,0.64460295,1.6489147438016527,1.2942647049586775
"100 Calorie Snack Bites, Peanut Butter Chocolate","Peanut flavored coating (palm kernel oil, inulin, sugar, partially defatted peanut flour, nonfat dry milk powder, salt, soy lecithin, natural and artificial flavors), cocoa flavored coating (sugar, palm kernel oil, inulin, whole milk powder, cocoa process",United States,True,Processing of Food products nec,Chocolate biscuits,0.53037786,5.083679001818182,13.565422218484848
"Slimfast, 100 Calorie Snack Drizzled Crisps, Cinnamon Bun Swirl","Crisps (wheat flour, pea fiber, tapioca starch, soluble corn fiber, pea protein isolate, inulin, cinnamon powder, salt), coating (sugar, palm kernel oil, skim dry milk solids, soy lecithin, salt and natural flavor).",United States,True,Processing of Food products nec,Crisps,0.47595465,3.031724447874016,7.525948306062991
"100 Calorie Snacks Drizzled Crisps, Cinnamon Bun Swirl","Crisps (wheat flour, pea fiber, tapioca starch, soluble corn fiber, pea protein isolate, inulin, cinnamon powder, salt), coating (sugar, palm kernel oil, skim dry milk solids, soy lecithin, salt and natural flavor).",United States,True,Processing of Food products nec,Crisps,0.45918494,3.031724447874016,7.525948306062991
"100 Calorie Snacks Drizzled Crisps, S'Mores","Crisps (rice flour, pea fiber, tapioca starch, soluble corn fiber, pea protein isolate, inulin, natural & artificial marshmallow flavor, salt), coating (sugar, palm kernel oil, cocoa powder, whey powder, skim milk powder, soy lecithin and natural vanilla flavor).",United States,True,Processing of Food products nec,Crisps,0.5616537,3.031724447874016,7.525948306062991
"100 Calorie Snacks Baked Crisps, Mesquite Bbq","Crisps (dehydrated potato, rice flour, soluble corn fiber, pea protein isolate, inulin, salt), seasoning (sugar, sea salt, onion powder, garlic powder, tomato powder, natural flavors, paprika color, spices, citric acid) and sunflower oil.",United States,True,Production of meat products nec,Crisps,0.5266055,3.031724447874016,7.525948306062991
"100 Calorie Snacks Baked Crisps, Sour Cream & Onion","Crisps (dehydrated potato, rice flour, soluble corn fiber, pea protein isolate, inulin, salt), seasoning [whey, nonfat dry milk, onion powder, salt, maltodextrin, sour cream (cultured cream, nonfat milk), buttermilk, natural flavors, parsley, citric acid, yeast extract, lactic acid] and sunflower oil.",United States,True,Processing of Food products nec,Crisps,0.4563165,3.031724447874016,7.525948306062991
"Slimfast, Baked Chips, Mesquite Bbq","Chips (dehydrated potato, rice flour, soluble corn fiber, pea protein isolate, inulin, salt, seasoning (sugar, sea salt, onion powder, garlic powder, tomato powder, natural flavors, paprika color, spices, citric acid) and sunflower oil.",United States,True,Production of meat products nec,Frozen chips (french fries),0.5195085,0.7534718473684211,2.105976590789474
"Slimfast, Advanced Nutrition Baked Chips, Sour Cream & Onion`","Chips (hydrated potato, rice flour, soluble corn fiber, pea protein isolate, inulin, salt, seasoning [whey, nonfat dry milk, onion powder, salt, maltodextrin, sour cream (cultured cream, nonfat milk), buttermilk, natural flavors, parsley, citric acid, yea",United States,True,Processing of Food products nec,Frozen chips (french fries),0.5453875,0.7534718473684211,2.105976590789474
"Slimfast, Baked Chips, Mesquite Bbq","Chips (dehydrated potato, rice flour, soluble corn fiber, pea protein isolate, inulin, salt, seasoning (sugar, sea salt, onion powder, garlic powder,tomato powder, natural flavors, paprika color, spices, citric acid) and sunflower oil.",United States,True,Production of meat products nec,Frozen chips (french fries),0.5195085,0.7534718473684211,2.105976590789474
"Slimfast, 100 Calorie Snack Baked Chips, Sour Cream & Onion","Chips (dehydrated potato, rich flour, soluble corn fiber, pea protein isolate, inulin, salt, seasoning [whey, nonfat dry milk, onion powder, salt, maltodextrin, sour cream (cultured cream, nonfat milk), buttermilk, natural flavors, parsley, citric acid, y",United States,True,Processing of Food products nec,Frozen chips (french fries),0.5516863,0.7534718473684211,2.105976590789474
"Slimfast, Drizzled Crisps, Cinnamon Bun Swirl","Crisps (wheat flour, pea fiber, tapioca starch, soluble corn fiber, pea protein isolate, inulin, cinnamon powder, salt), coating (sugar, palm kernel oil, skim dry milk solids, soy lecithin, salt and natural flavor).",United States,True,Processing of Food products nec,Crisps,0.5298856,3.031724447874016,7.525948306062991
"Slim Fast, Drizzled Crisps Snack Bars, S'Mores","Crisps (rice flour, pea fiber, tapioca starch, soluble corn fiber, pea protein isolate, inulin, natural & artificial marshmallow flavor, salt), coating (sugar, palm kernel oil cocoa powder, whey powder, skim milk powder, soy lecithin and natural vanilla f",United States,True,Processing of Food products nec,Crisps,0.5210722,3.031724447874016,7.525948306062991
Reduced Fat Milk,"Reduced fat milk, high fructose corn syrup, sugar, corn syrup, cocoa processed with alkali, corn starch, salt, carrageenan, vanillin, nonfat milk, artificial flavors, vitamin a palmitate and vitamin d3 added.",United States,True,Processing of dairy products,Soy milk,0.59234005,0.8931078380434783,0.8736948463768117
"Roasted Garlic Salsa, Roasted Garlic","Tomatoes, tomato puree (tomato paste, water), filtered water, onions, assorted chiles and peppers, garlic, apple cider vinegar, cilantro, spices, salt, distilled vinegar.",United States,True,Processing of Food products nec,Vegetarian pizza,0.49966708,5.232975720133187,6.520732042668087
Whole Grain,"Crushed wheat, soy flour whole wheat flour. wheat flour, maltitol syrup, yeast, bran, oatmeal, multigrains, rye chops, malted barley, gluten, canola oil, salt, eggs.",United States,True,Cultivation of crops nec,Rice,0.55894405,3.925909801226994,2.9366605355828224
Special Blend Taco Sauce,"Tomato, red pepper, jalapeno pepper, special spices.",United States,True,Processing of Food products nec,Tomato ketchup,0.44043753,2.609794211941467,1.667763272560234
Double Chocolate Mini Eclairs,"Water, cream, eggs, dark chocolate (sugar, chocolate liquor, cocoa butter, whole milk powder, milkfat, soy lecithin, vanilla extract), high fructose corn syrup, sugar, enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflav",United States,True,Manufacture of beverages,Chocolate biscuits,0.49576986,5.083679001818182,13.565422218484848
The Original Macaroon,"Sugar*, coconut, glucose syrup*, egg white, dextrose*, potato starch*, vegetable fats (palm, palm kernel, coconut), defatted cocoa powder, stabilizer (sorbitan tristearate) emulsifier (soy lecithin*).",United States,True,Manufacture of beverages,Macaroni cheese,0.6668411,16.849313125000002,20.686935125
"Long Grove Confectionery Co., Chocolate Fudge","Sugar, dark chocolate (sugar, chocolate liquor, cocoa butter, anhydrous milk fat, soy lecithin [emulsifier], vanilla), nougat (invert sugar, corn syrup, egg white, potato starch, artificial vanilla flavor, invertase), salted butter (sweet cream, salt), ev",United States,True,Processing of Food products nec,Chocolate biscuits,0.49353227,5.083679001818182,13.565422218484848
"Long Grove Confectionery Co, Rocky Road Fudge","Sugar, dark chocolate (sugar, chocolate liquor, cocoa butter, anhydrous milk fat, soy lecithin [emulsifier], vanilla), nougat invertase salted butter (sweet cream, salt), evaporated milk (milk, dipotassium phosphate & carrageenan [stabilizers], vitamin d3",United States,True,Processing of Food products nec,Chocolate biscuits,0.4128553,5.083679001818182,13.565422218484848
"Long Grove Confectionery Co., Halloween Chocolate Pop","Milk chocolate (sugar, whole milk, cocoa butter, chocolate liquor, soy lecithin [emulsifier], vanilla), white coating (sugar, partially hydrogenated palm kernel oil, nonfat milk powder, soy lecithin, monoglycerides, artificial color [titanium dioxide], ar",United States,True,Processing of Food products nec,Chocolate spread,0.47786143,5.372300393750001,9.384214210714283
"Long Grove Confectionery Co., Day To Dead Chocolate Skull","Milk chocolate (sugar, cocoa butter, whole milk, chocolate liquor, soy lecithin [emulsifier], vanilla), dark chocolate (sugar, chocolate liquor, cocoa butter, anhydrous milk fat, butter oil, soy lecithin [emulsifier], vanilla), nonpareils (sugar, cornstar",United States,True,Processing of Food products nec,Chocolate spread,0.42868924,5.372300393750001,9.384214210714283
"Long Grove Confectionery Co., Spooky Treats, Mini Pretzel Twists","Milk chocolate (sugar, cocoa butter, milk, chocolate liquor, soy lecithin [emulsifier[, vanilla), pretzels (enriched wheat flour, salt, corn syrup, vegetable oil [may contain one or more of the following: corn, canola, cottonseed, soybean], sodium bicarbo",United States,True,Processing of Food products nec,Shortbread biscuits,0.5184979,2.223782583333333,3.0729300000000004
"Long Grove Confectionery Co, Dark Chocolate, Peppermint Creames","Mint cream (sugar, invert sugar, coconut oil, tapioca starch modified, dried egg whites, salt, invertase, citric acid peppermint oil), dark chocolate (sugar, chocolate liquor, cocoa butter, anhydrous milk fat, soy lecithin [emulsifier], and vanilla), anhy",United States,True,Manufacture of beverages,Dark chocolate,0.5287196,20.62003664137931,48.78823265344828
"Long Grove Confectionery Co., Milk Chocolate, Coconut Caramel","Coconut dough (invert sugar, desiccated coconut, corn syrup, cocoa butter, pure vanilla extract, artificial coconut flavor. salt, citric acid, sodium metabisulfate [preservative]), caramel (corn syrup, sugar, evaporated milk [milk, dipotassium phosphate &",United States,True,Processing of dairy products,Coconut milk,0.55175036,3.319989781818182,0.5452690261363636
"Long Grove Confectionery Co., Peanut Butter Melts","Peanut butter center (peanut butter [dry roasted peanuts, hydrogenated cottonseed and rapeseed oil, salt], sugar, palm kernel oil, nonfat dry milk, peanut oil, soy lecithin [emulsifier], sorbitol, salt), dark chocolate (sugar, chocolate liquor, cocoa butt",United States,True,Processing of Food products nec,Peanut butter,0.5504021,3.434960202255639,8.694059591729324
"Long Grove Confectionery Co, Creamy White Pretzel Twists","Confectionery coating (sugar, vegetable oil [palm kernel and hydrogenated palm], whey powder [milk], nonfat dry milk, sorbitan monostearate, polysorbate 60, soy lecithin [emulsifier], vanillin), pretzel (enriched wheat flour [wheat flour, niacin reduced i",United States,True,Processing of Food products nec,Doughnuts,0.42623198,2.199664934458113,3.038467878525881
"Long Grove Confectionery Co., St. Pat's Mini Pretzels","White coating (sugar, vegetable oil [palm kernel and hydrogenated palm], whey powder [milk], nonfat dry milk, sorbitan monostearate, polysorbate 60, soy lecithin [emulsifier], vanillin [artificial flavoring]), mini pretzel (enriched wheat flour [wheat flo",United States,True,Processing of Food products nec,Shortbread biscuits,0.47475764,2.223782583333333,3.0729300000000004
"Long Grove Confectionery Co., St.Pats Nonpareils Candy","White coating (sugar, vegetable oil [palm kernel and hydrogenated palm]. whey powder [milk], nonfat dry milk, sorbitan monostearate, polysorbate 60, soy lecithin [emulsifier], vanillin [artificial flavoring]), nonpareils (sugar, cornstarch, confectioner's",United States,True,Processing of Food products nec,Shortbread biscuits,0.40450364,2.223782583333333,3.0729300000000004
"Long Grove Confectionery Co., Creamy White Confetti Cookies","White coating (sugar, vegetable oil [palm kernel and hydrogenated palm], whey powder [milk], nonfat dry milk, sorbitan monostearate, polysorbate 60, soy lecithin [emulsifier], vanillin [artificial flavoring]), cookie (unbleached enriched flour [wheat flou",United States,True,Processing of Food products nec,Chocolate biscuits,0.49084216,5.083679001818182,13.565422218484848
"Long Grove Confectionery Co, Pastel Mint Nonpareils","Confectionery coating (sugar, vegetable oil [palm kernel, hydrogenated palm and palm kernel], whey powder, nonfat dry milk,m whole milk solids, sorbitan monostearate, polysorbate 60, soy lecithin [emulsifier], vanillin [artificial flavoring], salt), nonpa",United States,True,Processing of Food products nec,Chocolate biscuits,0.4020517,5.083679001818182,13.565422218484848
"Long Grove Confectionery Co, Spring Nonpareils","Dark chocolate (sugar, chocolate liquor, cocoa butter, anhydrous milk fat, soy lecithin [emulsifier], vanilla), nonpareils (sugar, cornstarch, confectioner's glaze, carnauba wax, coloring [includes red #3, blue #1, red #3, yellow #5]), anhydrous milk fat.",United States,True,Processing of Food products nec,Porridge (oatmeal),0.3783917,1.555169024137931,4.985335013218391
"Long Grove Confectionery Co., Corn, Chocolatey Drizzled Caramel","Caramel corn (corn syrup solids, brown sugar, sugar, popcorn, corn oil, butter [cream, salt], molasses, salt, soy lecithin [emulsifier], beta carotene [color]), chocolate flavored coating (sugar, partially hydrogenated palm kernel oil, nonfat dry milk, co",United States,True,Cultivation of cereal grains nec,Chocolate cereals,0.4764562,2.8776255585585586,7.379762667567568
"Long Grove Confectionery Co., Creamy White Drizzled Caramel Corn","Caramel corn (corn syrup solids, brown sugar, sugar, popcorn, corn oil, butter [cream, salt], molasses, salt, soy lecithin [emulsifier], beta carotene [color]), white coating (sugar, partially hydrogenated palm kernel oil, dry whey [milk], artificial flav",United States,True,Cultivation of cereal grains nec,Porridge (oatmeal),0.42801633,1.555169024137931,4.985335013218391
